"Customer Name",TotalSales,SalesRank
"Matthew Grinstein",22711.676000000007,196
"Sanjit Engle",73256.638,9
"Anthony Garverick",823.7960000000002,773
"Aaron Smayling",18210.182000000008,275
"Allen Rosenblatt",13416.728000000008,396
"Anne Pryor",9831.303999999996,491
"Joy Bell-",3864.7188,703
"Tom Stivers",12324.840000000002,432
"Nancy Lomonaco",8508.490000000002,535
"Tony Chapman",6618.116,596
"Matthew Grinstein",22711.676000000007,196
"Michael Granlund",4658.334,675
"Ben Ferrer",35447.82199999999,83
"Maxwell Schwartz",18831.432000000015,261
"Joel Eaton",38402.704999999994,65
"Henry Goldwyn",19105.074000000008,254
"Emily Phan",32868.36079999999,98
"Gary Hansen",16846.206999999995,307
"David Smith",17290.812799999992,296
"Tracy Hopkins",25377.35599999999,160
"Robert Marley",35806.386,80
"Sylvia Foulston",19841.221000000005,232
"Sean O'Donnell",15615.475499999995,336
"Cyma Kinney",9492.659,500
"Guy Armstrong",5853.415999999999,623
"Bruce Degenhardt",9158.999999999998,511
"David Smith",17290.812799999992,296
"Bill Stewart",20274.730000000003,223
"Jill Fjeld",25189.932000000015,162
"Helen Abelman",12979.899999999998,416
Corey-Lock,7800.476,558
"Becky Castell",17602.026,286
"Dennis Bolton",6488.815999999998,601
"Ken Black",16456.557999999986,317
"Adrian Hane",10413.163999999997,473
"Gary Hansen",16846.206999999995,307
"Kean Thornton",27852.58839999999,132
"Katharine Harms",19877.213999999996,230
"Stewart Visinsky",24631.905000000013,168
"Patrick O'Brill",44204.03419999999,48
"Amy Cox",33167.09599999999,95
"Ken Black",16456.557999999986,317
"Dorothy Badders",23452.802799999998,181
"Alejandro Grove",15391.557999999995,344
"Jason Fortune-",5730.723999999998,632
"Richard Eichhorn",4890.952,667
"Mike Vittorini",10407.473999999998,474
"George Bell",8138.88,546
"Hunter Lopez",77239.798,8
"Carol Triggs",19451.397999999986,244
"John Lee",56418.10300000005,21
"Julie Kriz",17594.934,287
"Dave Hallsten",29597.221999999998,116
"Arthur Gainer",27064.747000000003,138
"William Brown",36148.859999999986,79
"Jas O'Carroll",11469.302,446
"Ed Jacobs",12973.074000000002,417
"Adrian Barton",86133.66100000001,5
"Larry Tron",1533.124,756
"Corinna Mitchell",38037.357599999996,67
"Eric Murdock",5602.204,637
"Denny Joy",12075.119999999999,436
"Deanra Eno",9530.764000000001,497
"Nick Radford",13105.986999999992,408
"Christine Kargatis",17637.606000000003,284
"Jeremy Farry",6497.517999999998,600
"Laurel Beltran",29069.96399999997,123
"Mike Pelletier",30527.57,114
"Lena Hernandez",13771.931999999995,384
"Susan Vittorini",11420.940999999997,448
"Richard Bierner",15978.436000000002,327
"Dorris liebe",4533.602000000001,680
"Penelope Sewall",41061.78400000001,55
"Guy Thornton",1358.5860000000002,762
"Christine Sundaresam",19212.962000000003,250
"Julia Dunbar",4172.642,689
"Theresa Swint",9409.494000000006,506
"Benjamin Venier",9139.673,512
"Dionis Lloyd",21235.921999999995,213
"Emily Burns",16603.319000000003,315
"Erica Smith",21062.757999999998,214
"Joni Blumstein",5403.302000000001,645
"Shahid Collister",35365.084,84
"Emily Burns",16603.319000000003,315
"Tony Chapman",6618.116,596
"Deborah Brumfield",27729.95700000001,134
"Noel Staavos",17788.923000000006,281
"Cari Schnelling",3225.7819999999997,717
"Chuck Clark",17220.299999999985,298
"Amy Cox",33167.09599999999,95
"Christopher Martinez",53724.069999999956,26
"Eileen Kiefer",7820.878,557
"Cyma Kinney",9492.659,500
"Pete Kriz",48951.90400000001,35
"Michelle Huthwaite",17909.697999999993,279
"Giulietta Baptist",27566.027999999977,135
"Irene Maddox",29582.924000000006,117
"Michelle Moray",16499.230999999992,316
"Monica Federle",9452.160000000002,502
"Clytie Kelty",14236.499999999996,372
"Michael Kennedy",13814.168000000005,383
"Mark Hamilton",14737.082000000004,360
"Nathan Gelder",8375.637999999999,539
"Phillip Breyer",796.4380000000001,774
"Richard Eichhorn",4890.952,667
"Trudy Brown",16786.068,310
"Maureen Gnade",8053.732000000003,548
"Liz Willingham",7554.24,565
"Peter Fuller",53882.94599999998,25
"Nick Zandusky",14929.960000000003,356
"Jim Epp",46529.82599999999,42
"Jack O'Briant",19529.699,240
"Thomas Thornton",8562.293999999996,533
"Maribeth Schnelling",41089.809999999954,54
"Mike Pelletier",30527.57,114
"Fred Harton",13627.733999999995,387
"Sample Company A",27747.42200000001,133
"Neoma Murray",12740.097,424
"Jas O'Carroll",11469.302,446
"Cindy Chapman",9956.688,487
"Mary Zewe",15389.356000000002,345
"Melanie Seite",2222.0480000000002,736
"Grace Kelly",38983.67000000003,60
"Marc Crier",16338.185999999987,320
"Logan Haushalter",9961.854999999996,486
"Saphhira Shifley",7737.297999999999,560
"Grace Kelly",38983.67000000003,60
"Gary Mitchum",18471.774,268
"Sally Hughsby",16645.53950000001,312
"Steven Cartwright",31357.210000000014,109
"Ted Trevino",29493.552,118
"Shaun Chance",11249.998,452
"Ken Lonsdale",84431.51700000004,7
"Katherine Nockton",15703.721999999994,333
"Sara Luxemburg",18318.061999999994,273
"Pierre Wener",23269.864999999994,185
"Thomas Boland",21474.123999999996,211
"Alan Hwang",28832.093999999997,124
"Steve Chapman",15458.408000000007,340
"Randy Ferguson",19854.849999999995,231
"Edward Hooks",60035.830000000016,20
"Anna Chung",3943.866,699
"Sheri Gordon",11308.797999999999,451
"Christine Abelman",8406.473999999998,537
"Shahid Hopkins",13084.218000000003,411
"Matt Connell",13549.191999999994,390
"Jim Epp",46529.82599999999,42
"MaryBeth Skach",2853.956,722
"Brosina Hoffman",37532.05100000001,70
"Max Engle",11450.703199999998,447
"Maria Bertelson",8563.975999999999,532
"Brendan Murry",4848.962000000001,669
"Sonia Cooley",5416.3780000000015,644
"Mick Hernandez",33018.54300000001,96
"Alex Russell",6334.144000000001,609
"Mary O'Rourke",5534.937,640
"Alan Dominguez",36605.99999999999,76
"Katherine Ducich",11333.764000000001,449
"Filia McAdams",14245.62,371
"Zuschuss Carroll",48126.785,38
"Karen Seio",530.822,780
"Dennis Pardue",32884.37400000002,97
"Brian Dahlen",19730.871,234
"Ivan Liston",30244.435999999987,115
"Liz Preis",21920.398999999994,205
"Joseph Holt",47729.948,39
"Joy Daniels",2312.5799999999995,732
"Bill Donatelli",34033.070999999996,88
"Denise Leinenbach",3510.12,711
"Nathan Cano",13313.940000000002,397
"Alan Schoenberger",25494.000000000007,159
"Michael Stewart",5130.716,659
"Thomas Seio",32226.64,102
"Joe Kamberova",28619.450000000004,126
"Tracy Collins",4155.068000000001,691
"Aaron Bergman",5316.905999999999,649
"Darren Powers",6205.087999999997,614
"Craig Yedwab",17400.126000000004,292
"Brad Eason",10365.901999999993,476
"Kelly Lampkin",26902.633999999984,140
"Penelope Sewall",41061.78400000001,55
"Justin Ritter",13210.136000000002,404
"Alan Hwang",28832.093999999997,124
"Rob Williams",19641.900000000005,237
"Adam Hart",19502.087,242
"Irene Maddox",29582.924000000006,117
"Cyma Kinney",9492.659,500
"Allen Goldenen",1205.6949999999997,765
"Craig Leslie",14121.536000000002,377
"Arthur Wiediger",17108.594,301
"Henry Goldwyn",19105.074000000008,254
"Robert Barroso",1326.534,764
"Sam Zeldin",21554.633,209
"Karen Seio",530.822,780
"Sample Company A",27747.42200000001,133
"Adam Bellavance",46396.06999999999,43
"Eugene Hildebrand",18078.853000000003,277
"Cindy Chapman",9956.688,487
"Tamara Manning",17723.935999999998,282
"Steve Chapman",15458.408000000007,340
"Dean percer",43192.61100000003,51
"Lisa Ryan",10988.286,463
"Todd Sumrall",71315.221,11
"Sean Wendt",6114.244000000001,617
"Thea Hendricks",14536.974,365
"Shahid Shariari",18340.857000000004,272
"Mary Zewe",15389.356000000002,345
"Jeremy Ellison",8332.132,540
"Roland Fjeld",14047.795999999991,379
"Christina VanderZanden",16983.778000000006,306
"Vivek Gonzalez",4165.790000000001,690
"Brenda Bowman",40594.37800000002,56
"Hallie Redmond",7795.738000000003,559
"Scott Cohen",22378.79299999999,203
"Emily Grady",10992.119999999995,462
"Todd Sumrall",71315.221,11
"Arianne Irving",26254.73599999999,149
"Dorothy Dickinson",1617.192,753
"Karen Bern",18915.664999999997,258
"John Castell",16632.355000000003,313
"Amy Hunt",14438.6316,366
"Neoma Murray",12740.097,424
"Theone Pippenger",26724.356,143
"Daniel Lacy",19633.199999999997,238
"Christina Anderson",15889.73719999999,331
"Shahid Collister",35365.084,84
"Tonja Turnell",32188.807999999983,103
"Matt Abelman",25683.721,155
"Justin MacKendrick",17003.526000000005,305
"Mick Brown",8569.431000000002,531
"Seth Vernon",68523.84600000002,14
"Catherine Glotzbach",5085.9519999999975,661
"Bradley Drucker",26449.79699999999,147
"Jim Kriz",28514.691999999985,127
"Jill Matthias",1823.6479999999995,745
"Scot Coram",26231.757999999998,150
"Maria Etezadi",63815.51800000002,17
"Katherine Nockton",15703.721999999994,333
"Harry Marie",48893.04480000001,36
"Jill Matthias",1823.6479999999995,745
"Kristen Hastings",35207.109,86
"Berenike Kampe",3954.888000000001,697
"Parhena Norris",8802.951999999996,521
"Annie Zypern",9732.168,493
"Gene McClure",7534.081999999998,567
"Bryan Mills",8015.245999999999,550
"Nicole Hansen",16039.740000000003,326
"Parhena Norris",8802.951999999996,521
"Edward Hooks",60035.830000000016,20
"Helen Abelman",12979.899999999998,416
"Aimee Bixby",5800.26,628
"Maribeth Schnelling",41089.809999999954,54
"Dorothy Dickinson",1617.192,753
"Meg Tillman",17340.838999999996,295
"Gene McClure",7534.081999999998,567
"Ken Black",16456.557999999986,317
"Darrin Martin",37484.172000000006,71
"Ben Peterman",21661.743,208
"Emily Phan",32868.36079999999,98
"Frank Gastineau",8298.793999999996,542
"Alejandro Ballentine",5388.484,646
"Rick Duston",22458.23,201
"Tom Stivers",12324.840000000002,432
"Joseph Airdo",38852.873999999974,61
"Shaun Weien",17529.244,289
"Frank Preis",24280.495999999996,170
"John Lee",56418.10300000005,21
"James Lanier",9429.122999999996,503
"James Galang",38198.392,66
"Sally Hughsby",16645.53950000001,312
"Luke Schmidt",5988.182000000002,621
"Cari Schnelling",3225.7819999999997,717
"Kelly Williams",1416.956,759
"Gary Hansen",16846.206999999995,307
"Andrew Gjertsen",14032.078999999998,380
"Tom Stivers",12324.840000000002,432
"Ashley Jarboe",11035.439999999997,460
"Sarah Jordon",8034.472000000006,549
"Sam Craven",20177.7636,225
"Laura Armstrong",51789.17200000004,29
"Fred Chung",23195.046000000006,187
"Christina Anderson",15889.73719999999,331
"Joseph Holt",47729.948,39
"Anthony Johnson",26348.941000000017,148
"Bill Tyler",13093.144000000002,409
"Don Jones",15010.138,352
"Anna Gayman",20934.339599999996,216
"John Dryer",12914.101999999997,418
"Eugene Hildebrand",18078.853000000003,277
"Zuschuss Carroll",48126.785,38
"Xylona Preis",13922.458000000004,382
"Darren Koutras",10122.19,482
"Chris Selesnick",16180.795999999997,324
"Arianne Irving",26254.73599999999,149
"Alex Avila",33381.359999999986,92
"Richard Eichhorn",4890.952,667
"Tamara Manning",17723.935999999998,282
"Yana Sorensen",39927.00399999999,58
"Annie Zypern",9732.168,493
"Chuck Magee",1727.9900000000002,746
"Joy Bell-",3864.7188,703
"Linda Cazamias",26886.962000000014,141
"Cynthia Arntzen",18249.465999999993,274
"Sharelle Roach",19400.880999999998,245
"Paul Prost",42455.51999999999,52
"John Murray",45750.42599999998,45
"Adam Shillingsburg",19531.809999999998,239
"Lindsay Shagiari",17931.923999999988,278
"Sue Ann Reed",28251.12549999999,130
"Luke Schmidt",5988.182000000002,621
"Tony Molinari",6568.078,598
"Tim Taslimi",2637,726
"Duane Noonan",12838.73999999999,421
"Eugene Barchas",18426.826,269
"Candace McMahon",10043.338,485
"Harry Marie",48893.04480000001,36
"Barry Französisch",17194.68600000001,299
"Joel Eaton",38402.704999999994,65
"Eva Jacobs",15940.141000000007,329
"Brad Norvell",1591.8459999999995,754
"Erin Creighton",2771.463999999999,724
"Thomas Thornton",8562.293999999996,533
"Nora Pelletier",7372.197999999999,573
"Alan Haines",9524.701999999997,498
"Charles Crestani",14829.900000000007,357
"Delfina Latchford",8676.365999999998,527
"Matt Abelman",25683.721,155
"Sam Zeldin",21554.633,209
"Cari Sayre",7603.194,564
"Mick Hernandez",33018.54300000001,96
"Cassandra Brandow",36169.42700000001,78
"Jack O'Briant",19529.699,240
"Pete Armstrong",4376.458,687
"Stewart Visinsky",24631.905000000013,168
"Kelly Lampkin",26902.633999999984,140
"Becky Castell",17602.026,286
"Patrick O'Brill",44204.03419999999,48
"Anna Gayman",20934.339599999996,216
"Sung Pak",24171.437999999987,171
"Lisa Hazard",1909.3889999999997,744
"Alan Dominguez",36605.99999999999,76
"Kean Takahito",18342.600000000002,271
"Pauline Johnson",10945.383999999998,464
"Mick Crebagga",13313.930000000004,398
"Bill Overfelt",15516.47999999999,338
"Darren Powers",6205.087999999997,614
"Tony Molinari",6568.078,598
"Darrin Van Huff",6716.882999999999,593
"Anna Häberlin",47329.79399999998,41
"Alan Barnes",6683.087999999998,594
"Joni Sundaresam",2814.9689999999996,723
"Benjamin Venier",9139.673,512
"Nathan Cano",13313.940000000002,397
"Stephanie Ulpright",15572.263999999996,337
"Don Jones",15010.138,352
"Dan Lawera",8944.968,517
"Dean percer",43192.61100000003,51
"Tamara Manning",17723.935999999998,282
"Tracy Zic",10243.685999999994,479
"Scott Cohen",22378.79299999999,203
"Lycoris Saunders",2213.2800000000007,737
"Mike Vittorini",10407.473999999998,474
"Brian DeCherney",9228.709999999995,509
"Christina VanderZanden",16983.778000000006,306
"Karl Braun",9416.714000000004,505
"Michelle Ellison",7541.6939999999995,566
"Anthony Jacobs",29204.043999999998,122
"Dianna Vittorini",19715.886999999995,236
"Jason Klamczynski",2302.862,733
"Shahid Hopkins",13084.218000000003,411
"Steven Cartwright",31357.210000000014,109
"Chris Selesnick",16180.795999999997,324
"Lena Hernandez",13771.931999999995,384
"Yoseph Carroll",32726.1,99
"Craig Yedwab",17400.126000000004,292
"Aaron Hawkins",10468.2,471
"Andy Reiter",39650.69799999999,59
"Sonia Sunley",2510.9400000000005,730
"Dorothy Wardle",7229.104000000001,578
"Noah Childs",10930.491999999997,465
"Carlos Daly",12203.817999999994,434
"David Wiener",6484.551,602
"Erica Hackney",4681.620000000001,674
"Bill Donatelli",34033.070999999996,88
"Ken Heidel",23513.76600000001,180
"Nicole Hansen",16039.740000000003,326
"Andrew Gjertsen",14032.078999999998,380
"Roy Phan",13024.266,414
"Nona Balk",11835.649,441
"Jill Matthias",1823.6479999999995,745
"Don Miller",8260.792000000005,544
"Chris Cortes",23415.172,183
"Guy Armstrong",5853.415999999999,623
"Cynthia Voltz",14221.9636,374
"Nick Crebassa",49450.43899999998,33
"Georgia Rosenberg",7706.280000000001,561
"John Grady",9042.117999999997,515
"Edward Becker",19001.331999999984,255
"Matt Connell",13549.191999999994,390
"Brian Moss",43702.86699999998,49
"Herbert Flentye",15198.964000000005,348
"Muhammed Lee",973.3820000000002,768
"Alan Haines",9524.701999999997,498
"Tracy Zic",10243.685999999994,479
"Denise Monton",24446.82199999998,169
"Tony Sayre",13459.674,393
"Trudy Brown",16786.068,310
"Lena Cacioppo",15157.131999999992,349
"Alice McCarthy",4884.061999999998,668
"Joe Elijah",52033.06299999998,28
"Carlos Soltero",18166.45499999999,276
"Phillip Flathmann",13236.727999999992,400
"Patrick Jones",7320.589999999999,574
"Jeremy Farry",6497.517999999998,600
"Neoma Murray",12740.097,424
"Marc Harrigan",14290.381000000001,370
"Sam Zeldin",21554.633,209
"Patrick Ryan",11041.078000000005,459
"Frank Carlisle",20488.077999999994,221
"Larry Hughes",1724.576,747
"Robert Marley",35806.386,80
"Don Miller",8260.792000000005,544
"Evan Henry",5461.0859999999975,642
"Toby Carlisle",25571.102000000006,158
"Arianne Irving",26254.73599999999,149
"Jessica Myrick",10400.693000000001,475
"Bill Eplett",25228.076,161
"Dan Reichenbach",37483.20599999999,72
"Tom Ashbrook",87573.71999999996,4
"Patrick Jones",7320.589999999999,574
"Matt Connell",13549.191999999994,390
"Bruce Stewart",14954.099999999997,355
"Pete Kriz",48951.90400000001,35
"Thomas Seio",32226.64,102
"Bruce Degenhardt",9158.999999999998,511
"Toby Swindell",5830.384000000001,626
"Shui Tom",2600.039999999999,727
"Dean Braden",13228.928999999996,401
"Karen Ferguson",63625.56599999999,18
"Justin MacKendrick",17003.526000000005,305
"Tony Sayre",13459.674,393
"Yoseph Carroll",32726.1,99
"Dean percer",43192.61100000003,51
"Karen Bern",18915.664999999997,258
"Chris Selesnick",16180.795999999997,324
"Emily Burns",16603.319000000003,315
"Philip Brown",8741.7,523
"Michelle Tran",7916.649800000001,554
"Barry Französisch",17194.68600000001,299
"Claire Gute",6892.680000000001,588
"Duane Huffman",6258.545999999999,610
"Shaun Chance",11249.998,452
"Hunter Glantz",22141.683999999994,204
"Michelle Moray",16499.230999999992,316
"Thea Hudgings",17656.672000000002,283
"Joel Eaton",38402.704999999994,65
"Patrick Gardner",18521.406999999992,267
"Maria Bertelson",8563.975999999999,532
"Joy Daniels",2312.5799999999995,732
"Jennifer Halladay",1658.3350000000003,750
"Edward Nazzal",12829.446000000002,422
"Karen Carlisle",12622.983999999995,425
"Michael Stewart",5130.716,659
"Chloris Kastensmidt",18929.004999999997,257
"Sanjit Jacobs",22667.279999999984,197
"Erin Ashbrook",15964.974999999993,328
"Michael Granlund",4658.334,675
"Alejandro Ballentine",5388.484,646
"Scott Cohen",22378.79299999999,203
"Todd Boyes",4932.835999999999,664
"Juliana Krohn",22485.96799999999,200
"Clytie Kelty",14236.499999999996,372
"Sonia Sunley",2510.9400000000005,730
"Michael Granlund",4658.334,675
"Justin MacKendrick",17003.526000000005,305
"Sheri Gordon",11308.797999999999,451
"Darren Budd",17035.377200000003,304
"Jane Waco",46330.26400000002,44
"Keith Dawkins",49087.45600000001,34
"Ivan Liston",30244.435999999987,115
"Jim Epp",46529.82599999999,42
"Stephanie Ulpright",15572.263999999996,337
"Erin Ashbrook",15964.974999999993,328
"Roy Französisch",5493.962000000001,641
"Liz Carlisle",12387.003999999997,431
"Paul Stevenson",7671.888999999998,562
"Paul Stevenson",7671.888999999998,562
"Jas O'Carroll",11469.302,446
"Victor Preis",5963.402,622
"Guy Armstrong",5853.415999999999,623
"Doug Bickford",11934.300000000001,439
"Marina Lichtenstein",16337.042999999992,321
"Jennifer Halladay",1658.3350000000003,750
"Bart Pistole",14397.29,367
"Sarah Brown",38465.996,64
"Stewart Visinsky",24631.905000000013,168
"Denny Ordway",7183.861499999997,579
"Todd Boyes",4932.835999999999,664
"Bill Stewart",20274.730000000003,223
"Filia McAdams",14245.62,371
"John Lee",56418.10300000005,21
"Art Ferguson",12317.458000000002,433
"Barry Gonzalez",16793.747999999996,309
"Maria Bertelson",8563.975999999999,532
"Helen Wasserman",55801.50399999999,23
"Jennifer Patt",9921.483000000004,488
"Darrin Van Huff",6716.882999999999,593
"Charlotte Melton",8850.844,518
"Steve Chapman",15458.408000000007,340
"Victoria Wilson",36676.202,74
"Paul Prost",42455.51999999999,52
"Dan Reichenbach",37483.20599999999,72
"Rick Bensley",27339.415999999997,136
"Natalie Fritzler",49936.92599999998,31
"Clay Rozendal",12893.102,419
"Stephanie Ulpright",15572.263999999996,337
"Sample Company A",27747.42200000001,133
"Gary McGarr",21496.920000000002,210
"Jim Kriz",28514.691999999985,127
"Alyssa Tate",7030.864,585
"Anna Häberlin",47329.79399999998,41
"Sanjit Jacobs",22667.279999999984,197
"Harry Marie",48893.04480000001,36
"Andrew Gjertsen",14032.078999999998,380
"Joy Bell-",3864.7188,703
"Anthony Johnson",26348.941000000017,148
"Muhammed MacIntyre",4652.464000000002,676
"Tiffany House",6133.250999999999,616
"Adrian Hane",10413.163999999997,473
"Craig Leslie",14121.536000000002,377
"Jason Gross",13186.796000000002,406
"Sanjit Engle",73256.638,9
"Trudy Glocke",12448.010999999999,428
"Sally Hughsby",16645.53950000001,312
"Marc Crier",16338.185999999987,320
"Patrick Jones",7320.589999999999,574
"Zuschuss Carroll",48126.785,38
"Steve Carroll",7527.839999999998,568
"Benjamin Patterson",7088.940000000001,583
"Rob Dowd",17477.393999999997,291
"Chloris Kastensmidt",18929.004999999997,257
"Roger Barcio",12404.700000000003,430
"Kalyca Meade",12805.447999999999,423
"Amy Hunt",14438.6316,366
"Anthony Garverick",823.7960000000002,773
"Evan Bailliet",7117.9760000000015,581
"Paul Gonzalez",11922.913999999992,440
"Cathy Armstrong",10078.324000000002,484
"Sung Shariari",5299.2699999999995,653
"Resi Pölking",30852.73999999997,113
"Shaun Chance",11249.998,452
"Natalie Webber",43404.114000000016,50
"Katrina Willman",26499.12000000001,146
"Hallie Redmond",7795.738000000003,559
"Arthur Gainer",27064.747000000003,138
"Brian Moss",43702.86699999998,49
"Roger Demir",8518.437,534
"Ken Black",16456.557999999986,317
"Dorothy Wardle",7229.104000000001,578
"Vivek Grady",2564.2220000000007,728
"Dan Reichenbach",37483.20599999999,72
"Anna Häberlin",47329.79399999998,41
"Jeremy Pistek",21437.644000000004,212
"Dan Reichenbach",37483.20599999999,72
"Jim Karlsson",22560.17799999999,199
"Mark Van Huff",9254.359999999999,508
"Becky Pak",10152.895999999995,481
"Dave Hallsten",29597.221999999998,116
"Lena Hernandez",13771.931999999995,384
"Dave Kipp",15903.307000000003,330
"Shahid Shariari",18340.857000000004,272
"Frank Preis",24280.495999999996,170
"Liz Carlisle",12387.003999999997,431
"Alan Shonely",3445.49,713
"Hunter Glantz",22141.683999999994,204
"Barry Weirich",364.622,784
"Brosina Hoffman",37532.05100000001,70
"Julie Prescott",10246.260000000002,478
"Justin MacKendrick",17003.526000000005,305
"Fred Hopkins",40101.96,57
"Emily Burns",16603.319000000003,315
"Peter McVee",24693.961999999996,167
"Alex Russell",6334.144000000001,609
"Sung Shariari",5299.2699999999995,653
"Shaun Chance",11249.998,452
"Erin Ashbrook",15964.974999999993,328
"Theone Pippenger",26724.356,143
"Beth Paige",14302.797,369
"Liz MacKendrick",8080.673999999997,547
"Kean Takahito",18342.600000000002,271
"Arthur Prichep",19941.305999999975,228
"John Dryer",12914.101999999997,418
"Xylona Preis",13922.458000000004,382
"Juliana Krohn",22485.96799999999,200
"Mitch Gastineau",73.92,791
"Patrick Gardner",18521.406999999992,267
"Lisa DeCherney",11771.584000000003,443
"Michael Nguyen",14814.241999999998,358
"Ruben Dartt",18803.524000000005,262
"Julie Prescott",10246.260000000002,478
"Katrina Edelman",9760.0832,492
"Delfina Latchford",8676.365999999998,527
"Karen Bern",18915.664999999997,258
"Justin Deggeller",52968.23049999999,27
"Amy Cox",33167.09599999999,95
"Lynn Smith",6048.836000000001,619
"Charles Sheldon",5066.757999999999,662
"Andrew Roberts",1589.2139999999997,755
"Katrina Bavinger",5452.921,643
"Michael Moore",22764.429999999997,194
"Roland Fjeld",14047.795999999991,379
"Beth Paige",14302.797,369
"Max Jones",37693.37599999998,69
"Doug O'Connell",5833.559999999999,625
"Mark Van Huff",9254.359999999999,508
"Michael Grace",7457.032999999997,572
"Brian Stugart",19728.709999999995,235
"Philisse Overcash",29358.293,120
"Dianna Arnett",743.1639999999999,777
"Anna Häberlin",47329.79399999998,41
"Joe Kamberova",28619.450000000004,126
"MaryBeth Skach",2853.956,722
"Jim Kriz",28514.691999999985,127
"Chris McAfee",13723.022000000003,385
"Ricardo Sperren",19327.739999999998,247
"Ben Peterman",21661.743,208
"Michelle Arnett",14719.733999999999,364
"Ed Braxton",20689.624,219
"Ruben Dartt",18803.524000000005,262
"Erica Hernandez",7317.130000000001,575
"Frank Merwin",22417.19800000001,202
"Frank Gastineau",8298.793999999996,542
"Mark Van Huff",9254.359999999999,508
"Jane Waco",46330.26400000002,44
"Edward Hooks",60035.830000000016,20
"Lynn Smith",6048.836000000001,619
"Barry Pond",5767.08,630
"Chris Cortes",23415.172,183
"Jill Matthias",1823.6479999999995,745
"Roger Demir",8518.437,534
"Shahid Shariari",18340.857000000004,272
"Keith Dawkins",49087.45600000001,34
"Paul Lucas",1436.9310000000003,758
"Zuschuss Donatelli",8963.644,516
"Linda Southworth",17071.62,303
"Patrick Bzostek",4012.555999999999,695
"Pamela Coakley",10992.413999999999,461
"Frank Merwin",22417.19800000001,202
"Keith Dawkins",49087.45600000001,34
"Steve Carroll",7527.839999999998,568
"Dorothy Wardle",7229.104000000001,578
"Peter Fuller",53882.94599999998,25
"Dean Katz",24755.044,165
"Richard Bierner",15978.436000000002,327
"Giulietta Dortch",11328.47,450
"Ruben Ausman",22993.91400000001,188
"Dorothy Badders",23452.802799999998,181
"Rob Lucas",37409.459999999985,73
"Rick Bensley",27339.415999999997,136
"Jason Fortune-",5730.723999999998,632
"Robert Waldorf",20973.846,215
"Vivek Gonzalez",4165.790000000001,690
"Janet Molinari",10824.846000000001,466
"Brad Eason",10365.901999999993,476
"Claudia Bergmann",24741.11550000001,166
"Shirley Daniels",35521.45799999997,82
"Susan Gilcrest",246.47200000000004,788
"Tom Stivers",12324.840000000002,432
"Dean Katz",24755.044,165
"Marina Lichtenstein",16337.042999999992,321
"Matt Abelman",25683.721,155
"Lisa Ryan",10988.286,463
"Bill Eplett",25228.076,161
"Charles Crestani",14829.900000000007,357
"Bryan Davis",3950.766,698
"Jim Kriz",28514.691999999985,127
"Doug Bickford",11934.300000000001,439
"Rick Reed",19813.561999999994,233
"Susan Vittorini",11420.940999999997,448
"Rick Bensley",27339.415999999997,136
"Mike Vittorini",10407.473999999998,474
"Evan Henry",5461.0859999999975,642
"Joy Smith",15098.944000000003,351
"Erica Smith",21062.757999999998,214
"Noel Staavos",17788.923000000006,281
"Sally Hughsby",16645.53950000001,312
"Randy Ferguson",19854.849999999995,231
"Allen Goldenen",1205.6949999999997,765
"Scot Wooten",5551.098000000001,639
"Katherine Nockton",15703.721999999994,333
"George Bell",8138.88,546
"Clay Ludtke",65283.34599999998,16
"Karen Ferguson",63625.56599999999,18
"Andy Yotov",2982.1140000000014,719
"Brian Derr",3495.8960000000006,712
"Hunter Glantz",22141.683999999994,204
"Cassandra Brandow",36169.42700000001,78
"Linda Southworth",17071.62,303
"Darrin Martin",37484.172000000006,71
"Ann Chong",14998.555999999999,353
"Liz Thompson",17617.552000000007,285
"Angele Hood",4431.004,683
"Saphhira Shifley",7737.297999999999,560
"Tamara Dahlen",8607.348000000004,529
"Paul Prost",42455.51999999999,52
"Patrick Gardner",18521.406999999992,267
"Anna Andreadi",26735.394999999993,142
"Frank Atkinson",17904.303999999996,280
"Tracy Blumstein",28383.72799999997,129
"Adam Hart",19502.087,242
"Benjamin Farhat",9511.012000000002,499
"Christine Phan",35329.77500000001,85
"Lynn Smith",6048.836000000001,619
"Trudy Schmidt",20208.493999999995,224
"Joni Sundaresam",2814.9689999999996,723
"Natalie Fritzler",49936.92599999998,31
"Kristina Nunn",12888.180000000004,420
"Guy Armstrong",5853.415999999999,623
"Eugene Hildebrand",18078.853000000003,277
"Ralph Arnett",15636.432,334
"Ted Trevino",29493.552,118
"Chuck Clark",17220.299999999985,298
"Keith Dawkins",49087.45600000001,34
"Barry Gonzalez",16793.747999999996,309
"Fred Hopkins",40101.96,57
"Patrick Gardner",18521.406999999992,267
"Nick Zandusky",14929.960000000003,356
"Troy Blackwell",8325.409,541
"Jeremy Ellison",8332.132,540
"Eric Hoffmann",4105.071,693
"Barbara Fisher",3514.808000000001,710
"Pamela Coakley",10992.413999999999,461
"Seth Vernon",68523.84600000002,14
"Dean percer",43192.61100000003,51
"Harold Ryan",31492.787,108
"William Brown",36148.859999999986,79
"Adam Shillingsburg",19531.809999999998,239
"Susan Pistek",23944.03899999999,172
"Stephanie Phelps",9591.065999999999,496
"Corinna Mitchell",38037.357599999996,67
